chart_date,country,country_name,chart_source,rank,rank_change,track_id,track_name,artist_ids,artist_names,artist_names_text,days_on_chart,peak_rank,peak_count_text,streams,streams_change,streams_7day,streams_7day_change,streams_total,kworb_track_url
2026-07-10,IT,Italy,kworb_spotify_daily,75,-19,7J1uxwnxfQLu4APicE5Rnj,Billie Jean,"[""3fMbdgg4jU18AjLCKBhRSm""]","[""Michael Jackson""]",Michael Jackson,89,8,,88448,1335,619783,-6569,10750140,https://kworb.net/spotify/track/7J1uxwnxfQLu4APicE5Rnj.html
2026-07-10,IT,Italy,kworb_spotify_daily,76,+114,5NX1BUQi3Z5r9koZVhU6kf,Introvabile,"[""7FeObngbQ0GY3SojNwKdKn""]","[""Bresh""]",Bresh,169,7,,87685,36762,488795,1910,16733490,https://kworb.net/spotify/track/5NX1BUQi3Z5r9koZVhU6kf.html
2026-07-10,IT,Italy,kworb_spotify_daily,77,-22,7MMJa7cjMadOSR6CFWvB1x,La musica non c'è,"[""5dXlc7MnpaTeUIsHLVe3n4""]","[""Coez""]",Coez,2172,1,(x76),87141,-548,592147,3918,166850452,https://kworb.net/spotify/track/7MMJa7cjMadOSR6CFWvB1x.html
2026-07-10,IT,Italy,kworb_spotify_daily,78,-10,1QMGYNbDtHIRzDMKugpg7t,Balorda nostalgia,"[""25u1DN0MwQVSav4XoJS7hl"", ""4rj3KWaLAnuxgtMMkypZhf""]","[""Olly"", ""Juli""]","Olly, Juli",278,3,(x4),86778,5272,582561,-7647,34851642,https://kworb.net/spotify/track/1QMGYNbDtHIRzDMKugpg7t.html
2026-07-10,IT,Italy,kworb_spotify_daily,79,-7,6VNXmo59yDYgcwLS17UNAW,CAFé CON RON,"[""4q3ewBCX7sLwd24euuV69X"", ""1uZVxckdGGKhFMpCnupXmP""]","[""Bad Bunny"", ""Los Pleneros de la Cresta""]","Bad Bunny, Los Pleneros de la Cresta",175,42,,86761,9517,559647,-2128,13386980,https://kworb.net/spotify/track/6VNXmo59yDYgcwLS17UNAW.html
2026-07-10,IT,Italy,kworb_spotify_daily,80,-16,7os93Vpc5gJ40Fm0QC48a8,ARCOBALENO,"[""27LlKWxS3KXW7RRAxN5S8s"", ""2R21vXR83lH98kGeO99Y66""]","[""Geolier"", ""Anuel AA""]","Geolier, Anuel AA",176,2,(x3),86621,2856,599969,-14551,22234942,https://kworb.net/spotify/track/7os93Vpc5gJ40Fm0QC48a8.html
2026-07-10,IT,Italy,kworb_spotify_daily,81,-15,2qoacuHNUgG2GQ0e5KhR7D,TU MI PIACI TANTO,"[""3HAwumPgGOSXlZSyGWuLhB"", ""01XCyobLTxOrswogL7YNIu"", ""38CThoTDmXugNnfonW466d""]","[""Sayf"", ""Dibla"", ""Jiz""]","Sayf, Dibla, Jiz",64,9,,86488,4179,574857,201,7349732,https://kworb.net/spotify/track/2qoacuHNUgG2GQ0e5KhR7D.html
2026-07-10,IT,Italy,kworb_spotify_daily,82,-25,1ej2NcW0CHnscPp1RZpr1V,Devastante,"[""25u1DN0MwQVSav4XoJS7hl"", ""4rj3KWaLAnuxgtMMkypZhf""]","[""Olly"", ""Juli""]","Olly, Juli",855,3,(x9),85204,-1421,577415,-5514,140344789,https://kworb.net/spotify/track/1ej2NcW0CHnscPp1RZpr1V.html
2026-07-10,IT,Italy,kworb_spotify_daily,83,-29,1A1xTBtNnJ09JNINiLjdOK,ALTROVE,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,407,13,,84851,-3855,554476,25287,49014624,https://kworb.net/spotify/track/1A1xTBtNnJ09JNINiLjdOK.html
2026-07-10,IT,Italy,kworb_spotify_daily,84,-22,5oJVfPUHsD7A8bZtKVqgL2,L'ULTIMA POESIA,"[""27LlKWxS3KXW7RRAxN5S8s"", ""3hN3iJMbbBmqBSAMx5veDa"", ""76UCIJTB0jcJvBaL0CdIqx""]","[""Geolier"", ""Ultimo"", ""Takagi & Ketra""]","Geolier, Ultimo, Takagi & Ketra",608,10,,84246,323,584773,11014,60176053,https://kworb.net/spotify/track/5oJVfPUHsD7A8bZtKVqgL2.html
2026-07-10,IT,Italy,kworb_spotify_daily,85,-20,46w75NfLpau9juuoeiY3ZM,COME SE NON FOSSI NEI GUAI,"[""23TFHmajVfBtlRx5MXqgoz"", ""2K5nCggbhSZ00YCYP5qkZS""]","[""Sfera Ebbasta"", ""Shiva""]","Sfera Ebbasta, Shiva",391,10,,83566,536,523953,9758,35174820,https://kworb.net/spotify/track/46w75NfLpau9juuoeiY3ZM.html
2026-07-10,IT,Italy,kworb_spotify_daily,86,-26,5pk3bAZLMs1PqdMuHITZU9,Perdutamente,"[""0lI3rF4hi4op6UxqlLHPzv""]","[""Achille Lauro""]",Achille Lauro,218,12,,83259,-1314,591615,-11284,24818101,https://kworb.net/spotify/track/5pk3bAZLMs1PqdMuHITZU9.html
2026-07-10,IT,Italy,kworb_spotify_daily,87,-20,2fqbBzhl01hcq6JRYoIo11,UN RICCO E UN POVERO,"[""27LlKWxS3KXW7RRAxN5S8s""]","[""Geolier""]",Geolier,68,6,,82882,1246,599348,-22333,7619391,https://kworb.net/spotify/track/2fqbBzhl01hcq6JRYoIo11.html
2026-07-10,IT,Italy,kworb_spotify_daily,88,-5,00URgxWgyVoybGLhhmKr7g,Tu Me Quieres - Prod. by Higashi x Roberto Ferrante,"[""3LvwPiJQJ0da0GurKMToV0"", ""1UjxAZqzphB1tsMb1aWBj0"", ""1eBPcZCSWh1EAv0aOXusye"", ""2aiM1OfMODFLUXaQgEVPK1""]","[""Baby Gang"", ""Omega"", ""Higashi"", ""Roberto Ferrante""]","Baby Gang, Omega, Higashi, Roberto Ferrante",633,9,,82655,10482,504651,13627,64743510,https://kworb.net/spotify/track/00URgxWgyVoybGLhhmKr7g.html
2026-07-10,IT,Italy,kworb_spotify_daily,89,-7,347HJzwbn0cmrxJUmAXj5c,MAI PER SEMPRE,"[""27LlKWxS3KXW7RRAxN5S8s"", ""6JhUHne9H09NdkTI5E9GSt""]","[""Geolier"", ""Dardust""]","Geolier, Dardust",190,29,,82508,10175,498665,7392,12870327,https://kworb.net/spotify/track/347HJzwbn0cmrxJUmAXj5c.html
2026-07-10,IT,Italy,kworb_spotify_daily,90,-12,3Vac8kKIqOTCEE3nuaIcec,Pilé,"[""51OKuyM4BiiYxFm8Mi6fa9""]","[""Mauvais djo""]",Mauvais djo,18,70,,81243,6916,511505,1088,1260855,https://kworb.net/spotify/track/3Vac8kKIqOTCEE3nuaIcec.html
2026-07-10,IT,Italy,kworb_spotify_daily,91,-11,4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"[""3DeOmVSmpv7WknXoo1OS8p"", ""4eq1q0o9XPyNq9RG3fNDD1""]","[""Alleh"", ""Yorghaki""]","Alleh, Yorghaki",545,10,,78851,5501,506319,-4623,57535775,https://kworb.net/spotify/track/4DnrAI8WyUY6gkOwl8GlPN.html
2026-07-10,IT,Italy,kworb_spotify_daily,92,-17,5nFyfjGy6AMZqkW0OMUWJJ,Per due come noi,"[""25u1DN0MwQVSav4XoJS7hl"", ""1A6HBLulvBFzNtlMb7b08f"", ""4rj3KWaLAnuxgtMMkypZhf""]","[""Olly"", ""Angelina Mango"", ""Juli""]","Olly, Angelina Mango, Juli",673,1,(x15),78668,3483,514719,-9261,115262096,https://kworb.net/spotify/track/5nFyfjGy6AMZqkW0OMUWJJ.html
2026-07-10,IT,Italy,kworb_spotify_daily,93,+7,6n5g6FiWp9NudnRnUwyoZN,Malpensa,"[""1dlyjeDlgXalzt5oqbgWDs"", ""2ifTEcQqKSPwijIEcPHQ1R"", ""1l1A1U8VJM15W7zonFqKhg""]","[""G.Mineiro"", ""Flatpearl"", ""Succo""]","G.Mineiro, Flatpearl, Succo",5,93,,78014,11491,308855,78014,308855,https://kworb.net/spotify/track/6n5g6FiWp9NudnRnUwyoZN.html
2026-07-10,IT,Italy,kworb_spotify_daily,94,-20,2qBPVhXAvX3kTFp2mk46gn,Via dei Mille,"[""26toJml6wSdf58ZgNG0ci9"", ""6HQ27YefiitrZ9YsWrgRHX""]","[""Dipinto"", ""Fresh Beatz""]","Dipinto, Fresh Beatz",120,4,,77346,1981,542816,-9442,17356747,https://kworb.net/spotify/track/2qBPVhXAvX3kTFp2mk46gn.html
2026-07-10,IT,Italy,kworb_spotify_daily,95,-9,5eVWsjUs8OUajXFUWk9fXo,Devo Andare Con Le Mie Winx,"[""1dlyjeDlgXalzt5oqbgWDs"", ""44DWomjW1oDuxIoBIRpmQ4"", ""2ifTEcQqKSPwijIEcPHQ1R"", ""1l1A1U8VJM15W7zonFqKhg""]","[""G.Mineiro"", ""Rhove"", ""Flatpearl"", ""Succo""]","G.Mineiro, Rhove, Flatpearl, Succo",36,31,,76404,4819,500203,-3093,3289302,https://kworb.net/spotify/track/5eVWsjUs8OUajXFUWk9fXo.html
2026-07-10,IT,Italy,kworb_spotify_daily,96,-27,4Z43nMEiOiNeDrqu2BN0JD,La tua canzone,"[""5dXlc7MnpaTeUIsHLVe3n4""]","[""Coez""]",Coez,813,13,,76223,-4038,543322,1925,62301429,https://kworb.net/spotify/track/4Z43nMEiOiNeDrqu2BN0JD.html
2026-07-10,IT,Italy,kworb_spotify_daily,97,-7,1XpmMe95dk9jh3zuOMpeU2,Capri Sun,"[""5SulO4l40qDuV9zUGLZx7n""]","[""Capo Plaza""]",Capo Plaza,1177,2,(x30),76050,6617,483076,1488,141997553,https://kworb.net/spotify/track/1XpmMe95dk9jh3zuOMpeU2.html
2026-07-10,IT,Italy,kworb_spotify_daily,98,+1,4A56h4B9xUuMMXoKuj18HT,Edge of Desire,"[""1HBjj22wzbscIZ9sEb5dyf"", ""5JsnFhU4OqgEtNXs7Sq1Vm""]","[""Jonas Blue"", ""Malive""]","Jonas Blue, Malive",75,70,,75409,8410,490432,-1520,4630886,https://kworb.net/spotify/track/4A56h4B9xUuMMXoKuj18HT.html
2026-07-10,IT,Italy,kworb_spotify_daily,99,-23,6IdiuMw1FSAvU3e6bgWQVX,È sempre bello,"[""5dXlc7MnpaTeUIsHLVe3n4""]","[""Coez""]",Coez,1029,1,(x25),74214,-370,504141,1261,104250636,https://kworb.net/spotify/track/6IdiuMw1FSAvU3e6bgWQVX.html
2026-07-10,IT,Italy,kworb_spotify_daily,100,+26,0pxwzHAlnK86CIfDbbJLr4,Kriminal - Prod. by Roberto Ferrante,"[""3LvwPiJQJ0da0GurKMToV0"", ""2oQX8QiMXOyuqbcZEFsZfm"", ""1UjxAZqzphB1tsMb1aWBj0"", ""2aiM1OfMODFLUXaQgEVPK1""]","[""Baby Gang"", ""El Alfa"", ""Omega"", ""Roberto Ferrante""]","Baby Gang, El Alfa, Omega, Roberto Ferrante",358,1,(x9),73661,12742,431426,7232,41268488,https://kworb.net/spotify/track/0pxwzHAlnK86CIfDbbJLr4.html
2026-07-10,IT,Italy,kworb_spotify_daily,101,-30,6GLmGfALwjzCaOiHwgfU7g,Ti dedico il silenzio,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,744,26,,73106,-5044,509495,73106,42026889,https://kworb.net/spotify/track/6GLmGfALwjzCaOiHwgfU7g.html
2026-07-10,IT,Italy,kworb_spotify_daily,102,-13,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,"[""790FomKkXshlbRYZFtlgla""]","[""KAROL G""]",KAROL G,728,4,,72629,2868,478824,-2306,87344826,https://kworb.net/spotify/track/6WatFBLVB0x077xWeoVc2k.html
2026-07-10,IT,Italy,kworb_spotify_daily,103,-11,7lwRULBv1wRCY4sTBHOUNy,PARTENOPE,"[""5rRcnWrevHgbuWjl7Lhft7"", ""7108jelN43seqWILMvJwKi"", ""72A0Z8q8NiochyK9gUHpCR""]","[""Merk & Kremont"", ""Serena Brancale"", ""The Kolors""]","Merk & Kremont, Serena Brancale, The Kolors",33,57,,72294,3213,502690,-7442,2581350,https://kworb.net/spotify/track/7lwRULBv1wRCY4sTBHOUNy.html
2026-07-10,IT,Italy,kworb_spotify_daily,104,+17,6zjlQ39iHKMaPcY9Fz4d9e,Halo,"[""2n0Ki4A5tKTEloq3WCt1IH"", ""2QJ1AReDewmz4fcRhGxW6Y""]","[""Samurai Jay"", ""Vito Salamanca""]","Samurai Jay, Vito Salamanca",361,3,(x11),72208,10035,461946,259,49567123,https://kworb.net/spotify/track/6zjlQ39iHKMaPcY9Fz4d9e.html
2026-07-10,IT,Italy,kworb_spotify_daily,105,+24,2bT6QX29M7GLSuTDSirwaS,DÉSOLÉE,"[""7K80yOTC0Id95gRaOxDG5u""]","[""ANNA""]",ANNA,392,1,(x61),72105,11793,397437,13442,60293628,https://kworb.net/spotify/track/2bT6QX29M7GLSuTDSirwaS.html
2026-07-10,IT,Italy,kworb_spotify_daily,106,-13,6PtEfaLwNxmBtK4LX7Ffi6,1H,"[""27LlKWxS3KXW7RRAxN5S8s""]","[""Geolier""]",Geolier,176,5,,71964,3389,489305,-9614,17907029,https://kworb.net/spotify/track/6PtEfaLwNxmBtK4LX7Ffi6.html
2026-07-10,IT,Italy,kworb_spotify_daily,107,-28,6RRxP0B9bVZnbTnSpxfo9W,Spie,"[""2K5nCggbhSZ00YCYP5qkZS""]","[""Shiva""]",Shiva,92,2,(x1),71417,-2771,492471,-5774,14538560,https://kworb.net/spotify/track/6RRxP0B9bVZnbTnSpxfo9W.html
2026-07-10,IT,Italy,kworb_spotify_daily,108,-23,3BovdzfaX4jb5KFQwoPfAw,Beat It,"[""3fMbdgg4jU18AjLCKBhRSm""]","[""Michael Jackson""]",Michael Jackson,79,14,,71161,-551,496241,-5458,8672718,https://kworb.net/spotify/track/3BovdzfaX4jb5KFQwoPfAw.html
2026-07-10,IT,Italy,kworb_spotify_daily,109,-3,3C0nOe05EIt1390bVABLyN,On The Floor,"[""2DlGxzQSjYe5N6G9nkYghR"", ""0TnOYISbd1XYRBk9myaseg""]","[""Jennifer Lopez"", ""Pitbull""]","Jennifer Lopez, Pitbull",53,34,,70627,4856,462100,-5088,4582649,https://kworb.net/spotify/track/3C0nOe05EIt1390bVABLyN.html
2026-07-10,IT,Italy,kworb_spotify_daily,110,-14,2gI2IA7QGtzKZKuahon3W1,Amore Disperato,"[""0lI3rF4hi4op6UxqlLHPzv""]","[""Achille Lauro""]",Achille Lauro,656,5,,70293,2448,478055,-6832,77494864,https://kworb.net/spotify/track/2gI2IA7QGtzKZKuahon3W1.html
2026-07-10,IT,Italy,kworb_spotify_daily,111,-14,7yNf9YjeO5JXUE3JEBgnYc,Babydoll,"[""6USv9qhCn6zfxlBQIYJ9qs""]","[""Dominic Fike""]",Dominic Fike,146,18,,69829,2023,479574,-2406,14180072,https://kworb.net/spotify/track/7yNf9YjeO5JXUE3JEBgnYc.html
2026-07-10,IT,Italy,kworb_spotify_daily,112,-14,78F6s5j8febWk0ICOAIxjM,FOTOGRAFIA,"[""27LlKWxS3KXW7RRAxN5S8s""]","[""Geolier""]",Geolier,246,1,(x18),69464,1841,477693,-8820,33528038,https://kworb.net/spotify/track/78F6s5j8febWk0ICOAIxjM.html
2026-07-10,IT,Italy,kworb_spotify_daily,113,-36,0gkV0FyCdrJqwyrFW7NsEQ,Come mai,"[""6bMul6rmRS03x38tWKYifO""]","[""883""]",883,425,63,,69279,-5052,474984,-418,26117191,https://kworb.net/spotify/track/0gkV0FyCdrJqwyrFW7NsEQ.html
2026-07-10,IT,Italy,kworb_spotify_daily,114,+11,39hHUnYBmyMwprzRaPODCX,Free Your Mind,"[""6HabM2PUM519iIxervGWSb"", ""7MdlXmq2HViAJWo9cf30sR""]","[""Prospa"", ""Cloonee""]","Prospa, Cloonee",36,107,,69231,7869,428923,3600,2024218,https://kworb.net/spotify/track/39hHUnYBmyMwprzRaPODCX.html
2026-07-10,IT,Italy,kworb_spotify_daily,115,-6,16mdISuTFms1vnxc8gXyQu,Esibizionista,"[""0EqkKYDK9EkKY5N7zU3FPv""]","[""Annalisa""]",Annalisa,274,9,,69176,4212,456699,-2040,26702804,https://kworb.net/spotify/track/16mdISuTFms1vnxc8gXyQu.html
2026-07-10,IT,Italy,kworb_spotify_daily,116,-29,6Qyc6fS4DsZjB2mRW9DsQs,Iris,"[""2sil8z5kiy4r76CRTXxBCA""]","[""The Goo Goo Dolls""]",The Goo Goo Dolls,522,48,,68665,-2622,457944,4302,32642077,https://kworb.net/spotify/track/6Qyc6fS4DsZjB2mRW9DsQs.html
2026-07-10,IT,Italy,kworb_spotify_daily,117,-15,5XOhmBwIBhaj5jg2ZIvRMI,A NAPOLI NON PIOVE,"[""27LlKWxS3KXW7RRAxN5S8s""]","[""Geolier""]",Geolier,109,15,,68600,2430,466680,-7740,8078599,https://kworb.net/spotify/track/5XOhmBwIBhaj5jg2ZIvRMI.html
2026-07-10,IT,Italy,kworb_spotify_daily,118,-7,3uExyCdMa9XfVuXpuYhod4,Push It,"[""0EUR8jz8L936AEbV2Spkca"", ""7K80yOTC0Id95gRaOxDG5u""]","[""Kid Yugi"", ""ANNA""]","Kid Yugi, ANNA",190,1,(x8),68566,4048,429029,167,26175926,https://kworb.net/spotify/track/3uExyCdMa9XfVuXpuYhod4.html
2026-07-10,IT,Italy,kworb_spotify_daily,119,-28,6DhMZVuD6TH0jd4bMNChCU,PER TE,"[""3fhMfkPPzksWuw0hEm4ldm""]","[""Ernia""]",Ernia,295,2,(x2),68500,-708,451997,1249,39083243,https://kworb.net/spotify/track/6DhMZVuD6TH0jd4bMNChCU.html
2026-07-10,IT,Italy,kworb_spotify_daily,120,-10,5W1mx7Oeg2HxmASrth1nTt,Per sempre sì,"[""7cdIY4mDfM1dbjgl7s2fGR""]","[""Sal Da Vinci""]",Sal Da Vinci,136,1,(x1),67961,3198,451304,-130,25728119,https://kworb.net/spotify/track/5W1mx7Oeg2HxmASrth1nTt.html
2026-07-10,IT,Italy,kworb_spotify_daily,121,+9,1lslS1hUsIvAScXvWVTLt2,INTRO (La Bella Vita),"[""2R4kNOwHUUsuDYhKsESVbF""]","[""Artie 5ive""]",Artie 5ive,430,9,,67755,7611,407552,4797,31112296,https://kworb.net/spotify/track/1lslS1hUsIvAScXvWVTLt2.html
2026-07-10,IT,Italy,kworb_spotify_daily,122,+1,6ifUES3keWjwXgae8pXI3o,Me Rehúso,"[""5H1nN1SzW0qNeUEZvuXjAj""]","[""Danny Ocean""]",Danny Ocean,779,4,,67380,5631,434057,2619,42707739,https://kworb.net/spotify/track/6ifUES3keWjwXgae8pXI3o.html
2026-07-10,IT,Italy,kworb_spotify_daily,123,-15,5W5lGzvUR9jWQ7kyz9rr4T,TUTTO È POSSIBILE,"[""27LlKWxS3KXW7RRAxN5S8s"", ""2eFv7NVs8R6Go7msuqikeg""]","[""Geolier"", ""Pino Daniele""]","Geolier, Pino Daniele",85,4,,66999,1953,444031,-3654,8086724,https://kworb.net/spotify/track/5W5lGzvUR9jWQ7kyz9rr4T.html
2026-07-10,IT,Italy,kworb_spotify_daily,124,-8,1IkzT4wzFJRbFOmKOSqTen,EPISODIO D'AMORE,"[""27LlKWxS3KXW7RRAxN5S8s"", ""76UCIJTB0jcJvBaL0CdIqx"", ""3wDn3kW2zDRLnaQAnX0S3x""]","[""Geolier"", ""Takagi & Ketra"", ""Dat Boi Dee""]","Geolier, Takagi & Ketra, Dat Boi Dee",575,7,,66603,3042,431595,-2560,79060167,https://kworb.net/spotify/track/1IkzT4wzFJRbFOmKOSqTen.html
2026-07-10,IT,Italy,kworb_spotify_daily,125,-10,3cGuiySfwJPXqvE15OiEEg,Tran Tran,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,1588,1,(x10),66351,2281,391295,12171,101202548,https://kworb.net/spotify/track/3cGuiySfwJPXqvE15OiEEg.html
2026-07-10,IT,Italy,kworb_spotify_daily,126,-22,5bhYjElbPmm2FyB0PxP8Wd,Nessuna,"[""3yiEJ9SByXZMXTwaKdVFN4""]","[""Luchè""]",Luchè,421,1,(x4),66209,366,455612,-6765,59184397,https://kworb.net/spotify/track/5bhYjElbPmm2FyB0PxP8Wd.html
2026-07-10,IT,Italy,kworb_spotify_daily,127,-8,6J5kc12BW5HuP3d7C3vvx8,EoO,"[""4q3ewBCX7sLwd24euuV69X""]","[""Bad Bunny""]",Bad Bunny,385,13,,66151,3632,423687,-1311,27939525,https://kworb.net/spotify/track/6J5kc12BW5HuP3d7C3vvx8.html
2026-07-10,IT,Italy,kworb_spotify_daily,128,-11,1dhMyPqkX3Q0PvlLyUFSvI,M'AMA NON M'AMA,"[""1vgQksyJ0IVz8y9XerEOy3""]","[""Madame""]",Madame,22,23,,66112,2837,445424,-6426,1586324,https://kworb.net/spotify/track/1dhMyPqkX3Q0PvlLyUFSvI.html
2026-07-10,IT,Italy,kworb_spotify_daily,129,+13,5WssaPhjCCUFBMk9PpnHYj,Anche Stasera,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,927,4,,65944,8123,382354,11288,99309003,https://kworb.net/spotify/track/5WssaPhjCCUFBMk9PpnHYj.html
2026-07-10,IT,Italy,kworb_spotify_daily,130,-27,2UswOCldBaG2mp073YKkf0,Canzone Estiva,"[""0EqkKYDK9EkKY5N7zU3FPv""]","[""Annalisa""]",Annalisa,82,38,,65920,59,444692,-1505,5406759,https://kworb.net/spotify/track/2UswOCldBaG2mp073YKkf0.html
2026-07-10,IT,Italy,kworb_spotify_daily,131,-30,3MCoJ2yjtBmL1CWkBpdYyJ,OLÈ,"[""27LlKWxS3KXW7RRAxN5S8s"", ""0EUR8jz8L936AEbV2Spkca""]","[""Geolier"", ""Kid Yugi""]","Geolier, Kid Yugi",176,2,(x5),65864,-649,458014,-9061,18003619,https://kworb.net/spotify/track/3MCoJ2yjtBmL1CWkBpdYyJ.html
2026-07-10,IT,Italy,kworb_spotify_daily,132,-25,3qhlB30KknSejmIvZZLjOD,End of Beginning,"[""5p9HO3XC5P3BLxJs5Mtrhm""]","[""Djo""]",Djo,352,1,(x2),65643,541,450882,-3060,41078149,https://kworb.net/spotify/track/3qhlB30KknSejmIvZZLjOD.html
2026-07-10,IT,Italy,kworb_spotify_daily,133,-49,2w5wtWq30yTkNSG9YjMFvW,Pianeti,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,1128,17,,64559,-7226,442883,64559,71791375,https://kworb.net/spotify/track/2w5wtWq30yTkNSG9YjMFvW.html
2026-07-10,IT,Italy,kworb_spotify_daily,134,-39,4kkbhtfbTCp3JN4H7zu9ny,IL GIORNO CHE ASPETTAVO,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,22,14,,64070,-3839,494230,-18257,1862598,https://kworb.net/spotify/track/4kkbhtfbTCp3JN4H7zu9ny.html
2026-07-10,IT,Italy,kworb_spotify_daily,135,+3,21KdF0KGmSXmDBcif3XZd4,Dai che fai,"[""7FeObngbQ0GY3SojNwKdKn""]","[""Bresh""]",Bresh,295,25,,64044,5233,415370,-6118,22696834,https://kworb.net/spotify/track/21KdF0KGmSXmDBcif3XZd4.html
2026-07-10,IT,Italy,kworb_spotify_daily,136,+7,5EtlojWtD8y7pnoDb80JwP,081,"[""27LlKWxS3KXW7RRAxN5S8s""]","[""Geolier""]",Geolier,164,1,(x5),63631,6169,410558,-6948,18409917,https://kworb.net/spotify/track/5EtlojWtD8y7pnoDb80JwP.html
2026-07-10,IT,Italy,kworb_spotify_daily,137,+28,5zVQoMHyELfcHYviXDao3I,MILANO TESTAROSSA,"[""2R4kNOwHUUsuDYhKsESVbF"", ""7F2utINZ6tSokSiZTQBE27""]","[""Artie 5ive"", ""Guè""]","Artie 5ive, Guè",309,11,,63313,8972,321212,4297,23710716,https://kworb.net/spotify/track/5zVQoMHyELfcHYviXDao3I.html
2026-07-10,IT,Italy,kworb_spotify_daily,138,-20,7uu3YZytpYW15VIfa7ynJk,Niente Canzoni D'Amore - Inedito,"[""5AZuEF0feCXMkUCwQiQlW7"", ""05brE7yGJDmIYlMirfSi0B""]","[""Marracash"", ""Federica Abbate""]","Marracash, Federica Abbate",856,8,,63035,261,422606,-4875,40809317,https://kworb.net/spotify/track/7uu3YZytpYW15VIfa7ynJk.html
2026-07-10,IT,Italy,kworb_spotify_daily,139,-51,1SWUq0qtTSDRGrDtgq7POw,DARKMONEY,"[""7h1amg0X7Q5d0D5KfuyKTg"", ""23TFHmajVfBtlRx5MXqgoz""]","[""Pyrex"", ""Sfera Ebbasta""]","Pyrex, Sfera Ebbasta",148,1,(x7),63016,-7157,400640,7499,15958984,https://kworb.net/spotify/track/1SWUq0qtTSDRGrDtgq7POw.html
2026-07-10,IT,Italy,kworb_spotify_daily,140,-1,0MLu1cFYL4ikdRTdasCQT9,M' Manc (con Geolier & Sfera Ebbasta),"[""6hkKbkZGvAXuvle2FhCnxy"", ""27LlKWxS3KXW7RRAxN5S8s"", ""23TFHmajVfBtlRx5MXqgoz""]","[""Shablo"", ""Geolier"", ""Sfera Ebbasta""]","Shablo, Geolier, Sfera Ebbasta",1663,1,(x11),62896,4252,399445,1839,169149152,https://kworb.net/spotify/track/0MLu1cFYL4ikdRTdasCQT9.html
2026-07-10,IT,Italy,kworb_spotify_daily,141,RE,36TnyBCBhUUSrSy1pTKasT,ANTIDROGA,"[""0gzwXezN4IUHAwLufA6YcX"", ""7u710e44HW3K7A5eTnRqHC""]","[""Emma"", ""Fabri Fibra""]","Emma, Fabri Fibra",10,107,,62525,,263868,-614,557676,https://kworb.net/spotify/track/36TnyBCBhUUSrSy1pTKasT.html
2026-07-10,IT,Italy,kworb_spotify_daily,142,-28,6sLBJkMyZIkGevtpYgeotT,Piccola Stella,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,1208,10,,62484,-1657,460897,62484,83618068,https://kworb.net/spotify/track/6sLBJkMyZIkGevtpYgeotT.html
2026-07-10,IT,Italy,kworb_spotify_daily,143,-19,4oMiCgeROySnMbUDwH9lt3,V per Vangelo,"[""2K5nCggbhSZ00YCYP5qkZS""]","[""Shiva""]",Shiva,92,1,(x1),62032,341,416339,-1315,12295551,https://kworb.net/spotify/track/4oMiCgeROySnMbUDwH9lt3.html
2026-07-10,IT,Italy,kworb_spotify_daily,144,-31,7yq4Qj7cqayVTp3FF9CWbm,Riptide,"[""10exVja0key0uqUkk6LJRT""]","[""Vance Joy""]",Vance Joy,1066,13,,61967,-2346,423770,55,27045666,https://kworb.net/spotify/track/7yq4Qj7cqayVTp3FF9CWbm.html
2026-07-10,IT,Italy,kworb_spotify_daily,145,RE,4Cd1cCCqG3nlf07i5A0IPH,Yakuza,"[""7GgpsUpkj3olseoaTY7TEY"", ""23TFHmajVfBtlRx5MXqgoz"", ""1fctva4kpRbg2k3v7kwRuS""]","[""Elodie"", ""Sfera Ebbasta"", ""Rvssian""]","Elodie, Sfera Ebbasta, Rvssian",331,1,(x4),61831,,61831,61831,47108373,https://kworb.net/spotify/track/4Cd1cCCqG3nlf07i5A0IPH.html
2026-07-10,IT,Italy,kworb_spotify_daily,146,+28,3QjM7blH1a157YfP8G33TA,RATATA,"[""5SulO4l40qDuV9zUGLZx7n""]","[""Capo Plaza""]",Capo Plaza,246,23,,61665,8974,369284,3409,13518778,https://kworb.net/spotify/track/3QjM7blH1a157YfP8G33TA.html
2026-07-10,IT,Italy,kworb_spotify_daily,147,=,5pYy054Wcuj9CFdDIxZSVU,Menomale che c'è il mare,"[""25u1DN0MwQVSav4XoJS7hl"", ""4rj3KWaLAnuxgtMMkypZhf""]","[""Olly"", ""Juli""]","Olly, Juli",612,32,,61608,5287,424613,-10547,48390356,https://kworb.net/spotify/track/5pYy054Wcuj9CFdDIxZSVU.html
