chart_date,country,release_cohort_month,chart_tracks,streams,average_rank,average_days_since_release
2026-07-11,IT,2024-12-01,3,189462,143.0,576.0
2026-07-11,IT,2025-06-01,4,246488,143.25,393.25
2026-07-11,IT,2025-09-01,4,287215,116.5,293.75
2026-07-11,IT,2025-03-01,4,395988,88.75,470.0
2026-07-11,IT,2025-05-01,4,243937,147.5,424.75
2026-07-11,IT,2025-01-01,5,518311,61.0,552.0
2026-07-11,IT,2024-06-01,7,444127,143.57142857142856,758.1428571428571
2026-07-11,IT,2026-03-01,8,894086,88.5,116.62500000000001
2026-07-11,IT,2025-04-01,8,628419,111.625,452.875
2026-07-11,IT,2026-02-01,12,1228544,79.5,139.33333333333334
2026-07-11,IT,2026-05-01,13,1838720,52.15384615384615,55.23076923076923
2026-07-11,IT,2026-01-01,14,1446659,85.7857142857143,174.99999999999997
2026-07-11,IT,2026-04-01,14,1616986,68.85714285714286,89.71428571428572
2026-07-11,IT,2026-07-01,14,1430593,68.57142857142858,2.142857142857143
2026-07-11,IT,2026-06-01,15,1622815,79.39999999999999,29.46666666666667
2026-06-14,IT,2024-02-01,1,53166,139.0,863.0
2026-06-14,IT,2018-10-01,1,78845,62.0,2798.0
2026-06-14,IT,2020-06-01,1,53771,134.0,2187.0
2026-06-14,IT,2019-10-01,1,45675,194.0,2418.0
2026-06-14,IT,2025-12-01,1,52366,143.0,192.0
2026-06-14,IT,1993-01-01,1,63909,92.0,12217.0
2026-06-14,IT,2018-06-01,1,50236,154.0,2907.0
2026-06-14,IT,2013-06-01,1,48140,172.0,4758.0
2026-06-14,IT,2016-10-01,1,51717,147.0,3523.0
2026-06-14,IT,2022-09-01,1,66725,85.0,1367.0
2026-06-14,IT,2016-09-01,1,49760,155.0,3565.0
2026-06-14,IT,2011-12-01,1,59067,116.0,5291.0
2026-06-14,IT,2017-11-01,1,69285,80.0,3124.0
2026-06-14,IT,2012-10-01,1,54762,129.0,4996.0
2026-06-14,IT,2020-12-01,1,47332,181.0,2018.0
2026-06-14,IT,1987-08-01,1,46835,183.0,14167.0
2026-06-14,IT,1983-06-01,1,57095,122.0,15703.0
2026-06-14,IT,2024-05-01,1,51102,150.0,758.0
2026-06-14,IT,2023-11-01,1,47724,177.0,940.0
2026-06-14,IT,2022-06-01,1,60411,106.0,1472.0
2026-06-14,IT,2022-05-01,1,108301,31.0,1500.0
2026-06-14,IT,2013-01-01,1,99864,37.0,4912.0
2026-06-14,IT,1998-01-01,1,55651,125.0,10391.0
2026-06-14,IT,2005-05-01,1,55315,127.0,7688.0
2026-06-14,IT,2014-01-01,1,53747,135.0,4547.0
2026-06-14,IT,2020-09-01,1,59713,110.0,2088.0
2026-06-14,IT,2023-02-01,1,47628,178.0,1220.0
2026-06-14,IT,2019-06-01,1,47840,175.0,2543.0
2026-06-14,IT,2018-01-01,1,49327,159.0,3068.0
2026-06-14,IT,2017-03-01,1,46214,190.0,3376.0
2026-06-14,IT,2017-05-01,1,84211,53.0,3327.0
2026-06-14,IT,2020-05-01,1,46392,189.0,2224.0
2026-06-14,IT,2015-05-01,1,47360,180.0,4037.0
2026-06-14,IT,2024-09-01,1,61443,104.0,639.0
2026-06-14,IT,2023-05-01,1,48142,171.0,1129.0
2026-06-14,IT,2020-10-01,1,49586,156.0,2053.0
2026-06-14,IT,2025-11-01,1,94778,41.0,219.0
2026-06-14,IT,2005-06-01,1,59763,109.0,7674.0
2026-06-14,IT,2023-06-01,1,48838,164.0,1101.0
2026-06-14,IT,2022-07-01,1,48467,169.0,1439.0
2026-06-14,IT,2016-01-01,1,63181,95.0,3796.0
2026-06-14,IT,2016-04-01,1,50671,153.0,3705.0
2026-06-14,IT,2011-04-01,1,78060,63.0,5525.0
2026-06-14,IT,1996-10-01,1,51867,145.0,10821.0
2026-06-14,IT,2018-11-01,1,52440,142.0,2753.0
2026-06-14,IT,2014-08-01,1,59406,113.0,4331.0
2026-06-14,IT,2021-02-01,2,172247,106.5,1948.0
2026-06-14,IT,1999-11-01,2,93445,184.5,9693.0
2026-06-14,IT,2025-02-01,2,182605,107.5,483.5
2026-06-14,IT,2012-01-01,2,209618,43.5,5278.0
2026-06-14,IT,2025-10-01,2,140514,77.5,236.5
2026-06-14,IT,2024-10-01,2,131169,89.5,597.0
2026-06-14,IT,2025-08-01,2,146657,117.5,292.5
2026-06-14,IT,1982-11-01,2,203974,37.5,15902.0
2026-06-14,IT,1995-01-01,2,101099,152.0,11487.0
2026-06-14,IT,2025-03-01,3,324305,53.0,443.0
2026-06-14,IT,2024-11-01,3,219196,125.33333333333333,565.6666666666666
2026-06-14,IT,2019-03-01,3,196022,94.66666666666667,2636.3333333333335
2026-06-14,IT,2025-07-01,3,212872,78.66666666666667,331.0
2026-06-14,IT,2024-12-01,4,217028,138.5,549.75
2026-06-14,IT,2025-06-01,4,227279,128.25,366.25
2026-06-14,IT,2025-05-01,4,215964,142.0,394.25
2026-06-14,IT,2025-09-01,5,329125,107.4,267.2
2026-06-14,IT,2025-01-01,6,541230,68.16666666666667,525.0
2026-06-14,IT,2024-06-01,7,387904,137.71428571428572,728.1428571428572
2026-06-14,IT,2025-04-01,8,611870,87.125,425.875
2026-06-14,IT,2026-03-01,8,860925,81.875,89.62500000000001
2026-06-14,IT,2026-06-01,13,1254396,66.99999999999999,6.076923076923077
2026-06-14,IT,2026-02-01,13,1239803,68.0,112.07692307692307
2026-06-14,IT,2026-01-01,14,1091000,111.21428571428572,146.0
2026-06-14,IT,2026-05-01,17,1735087,80.64705882352939,27.058823529411768
2026-06-14,IT,2026-04-01,20,1936191,72.99999999999997,62.0
2026-06-19,IT,2011-12-01,1,58851,160.0,5296.0
2026-06-19,IT,2017-03-01,1,53205,200.0,3381.0
2026-06-19,IT,2021-02-01,1,137186,27.0,1953.0
2026-06-19,IT,1983-06-01,1,60429,153.0,15708.0
2026-06-19,IT,2014-08-01,1,63071,142.0,4336.0
2026-06-19,IT,2011-04-01,1,87506,79.0,5530.0
2026-06-19,IT,2020-10-01,1,55142,183.0,2058.0
2026-06-19,IT,2022-07-01,1,59386,156.0,1444.0
2026-06-19,IT,2024-08-01,1,55098,184.0,679.0
2026-06-19,IT,2025-11-01,1,111982,49.0,224.0
2026-06-19,IT,2016-04-01,1,57970,166.0,3710.0
2026-06-19,IT,2020-09-01,1,66022,130.0,2093.0
2026-06-19,IT,2024-09-01,1,74075,105.0,644.0
2026-06-19,IT,2005-11-01,1,53579,194.0,7508.0
2026-06-19,IT,2013-01-01,1,105406,56.0,4917.0
2026-06-19,IT,2018-10-01,1,88585,77.0,2803.0
2026-06-19,IT,2023-09-01,1,55236,182.0,994.0
2026-06-19,IT,2023-02-01,1,77721,92.0,1225.0
2026-06-19,IT,2016-10-01,1,58408,164.0,3528.0
2026-06-19,IT,2017-05-01,1,91178,72.0,3332.0
2026-06-19,IT,2022-06-01,1,75019,101.0,1477.0
2026-06-19,IT,2017-11-01,1,67518,127.0,3129.0
2026-06-19,IT,2020-06-01,1,55920,176.0,2199.0
2026-06-19,IT,2022-09-01,1,75428,98.0,1372.0
2026-06-19,IT,2012-10-01,1,61286,149.0,5001.0
2026-06-19,IT,2022-05-01,1,119686,39.0,1505.0
2026-06-19,IT,2019-06-01,1,54547,187.0,2548.0
2026-06-19,IT,2005-05-01,1,60216,154.0,7693.0
2026-06-19,IT,2016-01-01,1,66457,129.0,3801.0
2026-06-19,IT,2005-06-01,1,56207,173.0,7679.0
2026-06-19,IT,2025-12-01,1,58844,161.0,197.0
2026-06-19,IT,1993-01-01,1,73515,108.0,12222.0
2026-06-19,IT,2014-01-01,1,53790,191.0,4552.0
2026-06-19,IT,1996-10-01,1,56001,174.0,10826.0
2026-06-19,IT,1998-01-01,1,73905,107.0,10396.0
2026-06-19,IT,2018-11-01,1,63290,140.0,2758.0
2026-06-19,IT,1982-11-01,2,213379,53.5,15907.0
2026-06-19,IT,2024-02-01,2,111992,178.5,861.0
2026-06-19,IT,2023-05-01,2,107926,192.0,1130.5
2026-06-19,IT,2024-12-01,2,133772,132.5,551.0
2026-06-19,IT,2012-01-01,2,210818,72.0,5283.0
2026-06-19,IT,1995-01-01,2,123816,148.0,11492.0
2026-06-19,IT,2025-10-01,2,162141,86.0,241.5
2026-06-19,IT,2025-08-01,2,196432,101.0,297.5
2026-06-19,IT,2025-02-01,2,204971,104.5,491.0
2026-06-19,IT,2025-03-01,3,380477,54.333333333333336,448.0
2026-06-19,IT,2024-11-01,3,245038,107.33333333333333,574.3333333333334
2026-06-19,IT,2025-07-01,3,233973,98.33333333333333,336.0
2026-06-19,IT,2025-05-01,3,181470,157.66666666666666,394.3333333333333
2026-06-19,IT,2019-03-01,3,223920,107.0,2641.3333333333335
2026-06-19,IT,2024-10-01,4,326493,97.25,602.0
2026-06-19,IT,2025-06-01,4,257123,145.0,371.25
2026-06-19,IT,2025-01-01,6,620014,71.33333333333334,530.0
2026-06-19,IT,2025-04-01,7,610655,89.57142857142857,430.2857142857143
2026-06-19,IT,2024-06-01,7,445051,145.42857142857144,733.1428571428572
2026-06-19,IT,2025-09-01,8,589022,125.5,269.87500000000006
2026-06-19,IT,2026-03-01,8,978479,81.375,94.62500000000001
2026-06-19,IT,2026-01-01,13,1320230,98.84615384615384,152.9230769230769
2026-06-19,IT,2026-02-01,14,1418121,90.50000000000001,118.2142857142857
2026-06-19,IT,2026-05-01,16,2060818,85.56250000000001,32.3125
2026-06-19,IT,2026-04-01,19,2218467,74.31578947368422,66.21052631578948
2026-06-19,IT,2026-06-01,25,2928405,63.0,5.5600000000000005
2026-06-13,IT,2020-12-01,1,51579,198.0,2017.0
2026-06-13,IT,2016-10-01,1,58212,159.0,3522.0
2026-06-13,IT,2025-11-01,1,115679,37.0,218.0
2026-06-13,IT,2022-06-01,1,72253,105.0,1471.0
2026-06-13,IT,2025-12-01,1,60097,151.0,191.0
2026-06-13,IT,2011-04-01,1,98186,52.0,5524.0
2026-06-13,IT,1993-01-01,1,75232,94.0,12216.0
2026-06-13,IT,2013-06-01,1,52180,190.0,4757.0
2026-06-13,IT,2005-05-01,1,64468,125.0,7687.0
2026-06-13,IT,2014-01-01,1,64274,128.0,4546.0
2026-06-13,IT,2020-10-01,1,60720,146.0,2052.0
2026-06-13,IT,2013-01-01,1,111582,40.0,4911.0
2026-06-13,IT,2011-12-01,1,71106,109.0,5290.0
2026-06-13,IT,2014-08-01,1,64537,123.0,4330.0
2026-06-13,IT,1987-08-01,1,53797,174.0,14166.0
2026-06-13,IT,2016-01-01,1,71630,107.0,3795.0
2026-06-13,IT,2018-11-01,1,65281,122.0,2752.0
2026-06-13,IT,2024-09-01,1,76316,90.0,638.0
2026-06-13,IT,2012-10-01,1,64458,126.0,4995.0
2026-06-13,IT,2005-06-01,1,72211,106.0,7673.0
2026-06-13,IT,2018-01-01,1,54538,170.0,3067.0
2026-06-13,IT,2022-09-01,1,76057,92.0,1366.0
2026-06-13,IT,2016-09-01,1,53752,175.0,3564.0
2026-06-13,IT,2022-05-01,1,131780,29.0,1499.0
2026-06-13,IT,2020-03-01,1,51330,200.0,2284.0
2026-06-13,IT,2018-10-01,1,88042,65.0,2797.0
2026-06-13,IT,2017-05-01,1,92828,61.0,3326.0
2026-06-13,IT,2019-10-01,1,52734,184.0,2430.0
2026-06-13,IT,1983-06-01,1,63333,132.0,15702.0
2026-06-13,IT,2016-04-01,1,61767,140.0,3704.0
2026-06-13,IT,2020-09-01,1,64176,129.0,2087.0
2026-06-13,IT,2025-08-01,1,109396,44.0,288.0
2026-06-13,IT,1996-10-01,1,64125,130.0,10820.0
2026-06-13,IT,1998-01-01,1,64399,127.0,10390.0
2026-06-13,IT,2023-05-01,1,56609,165.0,1128.0
2026-06-13,IT,2011-06-01,1,51423,199.0,5475.0
2026-06-13,IT,2023-02-01,1,57693,161.0,1219.0
2026-06-13,IT,2020-05-01,1,54056,172.0,2223.0
2026-06-13,IT,2015-05-01,1,57438,164.0,4036.0
2026-06-13,IT,2017-11-01,1,77989,83.0,3123.0
2026-06-13,IT,2017-03-01,1,54678,168.0,3375.0
2026-06-13,IT,2022-07-01,1,58439,157.0,1438.0
2026-06-13,IT,2019-06-01,1,58230,158.0,2542.0
2026-06-13,IT,2023-06-01,1,53413,177.0,1100.0
2026-06-13,IT,2024-02-01,1,61907,138.0,862.0
2026-06-13,IT,2020-06-01,2,113426,165.0,2189.5
2026-06-13,IT,1982-11-01,2,238147,37.5,15901.0
2026-06-13,IT,2024-10-01,2,138959,114.5,596.0
2026-06-13,IT,2025-02-01,2,216587,105.0,482.5
2026-06-13,IT,1995-01-01,2,127381,137.0,11486.0
2026-06-13,IT,2018-06-01,2,104736,188.5,2920.0
2026-06-13,IT,2025-10-01,2,163023,77.0,235.5
2026-06-13,IT,2012-01-01,2,246157,42.0,5277.0
2026-06-13,IT,2023-11-01,2,104661,189.0,939.0
2026-06-13,IT,2021-02-01,2,194859,107.0,1947.0
2026-06-13,IT,2025-03-01,3,381883,50.666666666666664,442.0
2026-06-13,IT,2019-03-01,3,230262,91.33333333333333,2635.3333333333335
2026-06-13,IT,2025-07-01,3,244442,81.0,330.0
2026-06-13,IT,2025-06-01,4,269566,123.5,365.25
2026-06-13,IT,2025-09-01,4,323222,90.0,265.75
2026-06-13,IT,2024-12-01,4,256357,138.75,548.75
2026-06-13,IT,2024-11-01,5,354225,152.6,567.4
2026-06-13,IT,2024-06-01,5,344774,118.8,723.6
2026-06-13,IT,2025-05-01,5,291133,159.6,392.0
2026-06-13,IT,2025-01-01,6,660573,60.166666666666664,524.0
2026-06-13,IT,2025-04-01,7,648902,71.99999999999999,424.2857142857143
2026-06-13,IT,2026-03-01,8,1005087,78.5,88.62500000000001
2026-06-13,IT,2026-06-01,13,1495228,66.84615384615384,5.076923076923077
2026-06-13,IT,2026-01-01,13,1181526,108.92307692307692,145.84615384615384
2026-06-13,IT,2026-02-01,14,1485486,78.64285714285715,112.2142857142857
2026-06-13,IT,2026-05-01,18,2132154,80.94444444444444,25.833333333333332
2026-06-13,IT,2026-04-01,19,2186008,66.36842105263158,60.8421052631579
2026-06-05,IT,2016-09-01,1,60464,141.0,3556.0
2026-06-05,IT,2016-01-01,1,79804,86.0,3787.0
2026-06-05,IT,2020-06-01,1,55431,180.0,2178.0
2026-06-05,IT,2017-11-01,1,63925,126.0,3115.0
2026-06-05,IT,2018-10-01,1,98736,60.0,2789.0
2026-06-05,IT,2023-05-01,1,55593,178.0,1113.0
2026-06-05,IT,2022-06-01,1,79483,88.0,1463.0
2026-06-05,IT,2011-12-01,1,65277,120.0,5282.0
2026-06-05,IT,2022-05-01,1,123061,36.0,1491.0
2026-06-05,IT,2013-01-01,1,115928,41.0,4903.0
2026-06-05,IT,2012-10-01,1,64710,122.0,4987.0
2026-06-05,IT,2017-05-01,1,95167,63.0,3318.0
2026-06-05,IT,2024-09-01,1,69589,108.0,630.0
2026-06-05,IT,2023-01-01,1,59131,146.0,1225.0
2026-06-05,IT,2019-11-01,1,52197,200.0,2381.0
2026-06-05,IT,2024-08-01,1,57456,163.0,665.0
2026-06-05,IT,1998-01-01,1,69692,107.0,10382.0
2026-06-05,IT,2022-07-01,1,59784,143.0,1430.0
2026-06-05,IT,2011-04-01,1,111027,48.0,5516.0
2026-06-05,IT,2020-09-01,1,58828,149.0,2079.0
2026-06-05,IT,2016-04-01,1,63360,129.0,3696.0
2026-06-05,IT,2017-03-01,1,65496,118.0,3367.0
2026-06-05,IT,2022-09-01,1,84629,75.0,1358.0
2026-06-05,IT,1993-01-01,1,59021,148.0,12208.0
2026-06-05,IT,2025-11-01,1,91587,66.0,210.0
2026-06-05,IT,2024-04-01,1,55253,181.0,791.0
2026-06-05,IT,2006-09-01,1,55850,175.0,7188.0
2026-06-05,IT,2014-08-01,1,66615,117.0,4322.0
2026-06-05,IT,2023-11-01,1,58044,155.0,931.0
2026-06-05,IT,2018-06-01,1,57772,159.0,2898.0
2026-06-05,IT,2025-12-01,1,61540,137.0,183.0
2026-06-05,IT,2018-11-01,1,65440,119.0,2744.0
2026-06-05,IT,1996-10-01,1,54400,186.0,10812.0
2026-06-05,IT,2020-10-01,1,59107,147.0,2044.0
2026-06-05,IT,1983-06-01,1,63523,128.0,15694.0
2026-06-05,IT,2016-10-01,1,56195,168.0,3514.0
2026-06-05,IT,2019-06-01,1,55078,183.0,2534.0
2026-06-05,IT,2008-06-01,1,56088,170.0,6560.0
2026-06-05,IT,2021-02-01,2,211550,87.0,1939.0
2026-06-05,IT,2012-01-01,2,231595,66.0,5269.0
2026-06-05,IT,2023-06-01,2,118616,155.5,1095.5
2026-06-05,IT,2024-02-01,2,116100,162.5,847.0
2026-06-05,IT,1987-08-01,2,113614,166.0,14158.0
2026-06-05,IT,2025-02-01,2,211857,91.0,477.0
2026-06-05,IT,2025-08-01,2,171707,98.0,283.5
2026-06-05,IT,2024-10-01,3,199850,128.0,588.0
2026-06-05,IT,2019-10-01,3,166227,176.33333333333334,2413.3333333333335
2026-06-05,IT,2025-03-01,3,402454,46.0,434.0
2026-06-05,IT,2025-10-01,3,224379,114.33333333333333,226.66666666666666
2026-06-05,IT,2024-12-01,3,186426,154.0,537.6666666666666
2026-06-05,IT,2024-06-01,3,199323,127.0,721.0
2026-06-05,IT,1982-11-01,3,303556,81.0,15893.0
2026-06-05,IT,2025-07-01,3,247153,87.0,322.0
2026-06-05,IT,2019-03-01,3,239379,85.66666666666667,2627.3333333333335
2026-06-05,IT,2025-05-01,4,250888,159.25,380.0
2026-06-05,IT,2024-11-01,4,282643,131.75,559.25
2026-06-05,IT,2025-09-01,5,400601,94.2,258.2
2026-06-05,IT,2025-06-01,5,369729,121.2,358.6
2026-06-05,IT,2025-01-01,6,659874,58.666666666666664,516.0
2026-06-05,IT,2026-03-01,8,954518,87.125,80.625
2026-06-05,IT,2025-04-01,8,700043,90.125,416.875
2026-06-05,IT,2026-06-01,11,1768091,71.27272727272727,0.2727272727272727
2026-06-05,IT,2026-01-01,14,1261965,109.7142857142857,135.0
2026-06-05,IT,2026-02-01,14,1550592,76.49999999999999,104.21428571428572
2026-06-05,IT,2026-04-01,20,2494434,64.3,53.35
2026-06-05,IT,2026-05-01,21,2463478,84.76190476190476,17.571428571428577
2026-06-20,IT,2016-04-01,1,57153,163.0,3711.0
2026-06-20,IT,2023-02-01,1,72082,97.0,1226.0
2026-06-20,IT,2005-11-01,1,52709,192.0,7509.0
2026-06-20,IT,1998-01-01,1,68482,109.0,10397.0
2026-06-20,IT,2022-05-01,1,127243,33.0,1506.0
2026-06-20,IT,2019-06-01,1,54071,180.0,2549.0
2026-06-20,IT,2005-06-01,1,54465,177.0,7680.0
2026-06-20,IT,2014-08-01,1,57932,161.0,4337.0
2026-06-20,IT,2016-01-01,1,66528,118.0,3802.0
2026-06-20,IT,2017-05-01,1,80285,76.0,3333.0
2026-06-20,IT,2012-10-01,1,57567,162.0,5002.0
2026-06-20,IT,2018-11-01,1,56881,165.0,2759.0
2026-06-20,IT,2018-10-01,1,84159,72.0,2804.0
2026-06-20,IT,2022-09-01,1,71755,98.0,1373.0
2026-06-20,IT,2020-10-01,1,55451,170.0,2059.0
2026-06-20,IT,2020-09-01,1,66021,121.0,2094.0
2026-06-20,IT,2005-05-01,1,61347,136.0,7694.0
2026-06-20,IT,2019-10-01,1,55014,174.0,2437.0
2026-06-20,IT,2013-06-01,1,53066,186.0,4764.0
2026-06-20,IT,2014-01-01,1,51475,200.0,4553.0
2026-06-20,IT,2011-04-01,1,83833,73.0,5531.0
2026-06-20,IT,2021-02-01,1,134950,27.0,1954.0
2026-06-20,IT,2017-11-01,1,70399,101.0,3130.0
2026-06-20,IT,2011-12-01,1,61124,140.0,5297.0
2026-06-20,IT,2025-02-01,1,153720,19.0,486.0
2026-06-20,IT,2025-12-01,1,55685,169.0,198.0
2026-06-20,IT,2017-03-01,1,52215,193.0,3382.0
2026-06-20,IT,1993-01-01,1,67719,112.0,12223.0
2026-06-20,IT,2013-01-01,1,110059,44.0,4918.0
2026-06-20,IT,2022-07-01,1,58680,159.0,1445.0
2026-06-20,IT,2024-08-01,1,51727,197.0,680.0
2026-06-20,IT,2025-11-01,1,120814,40.0,225.0
2026-06-20,IT,2016-10-01,1,59104,154.0,3529.0
2026-06-20,IT,1996-10-01,1,56216,167.0,10827.0
2026-06-20,IT,1983-06-01,1,59917,149.0,15709.0
2026-06-20,IT,2022-06-01,1,78471,82.0,1478.0
2026-06-20,IT,2024-05-01,1,53121,185.0,764.0
2026-06-20,IT,2019-09-01,1,52949,189.0,2472.0
2026-06-20,IT,2024-09-01,1,68588,105.0,645.0
2026-06-20,IT,2024-02-01,2,111181,174.0,862.0
2026-06-20,IT,2020-06-01,2,106902,186.0,2196.5
2026-06-20,IT,2025-08-01,2,190827,109.5,298.5
2026-06-20,IT,2012-01-01,2,210820,63.5,5284.0
2026-06-20,IT,2023-05-01,2,106090,188.0,1131.5
2026-06-20,IT,2025-10-01,2,161956,78.0,242.5
2026-06-20,IT,1995-01-01,2,126727,131.0,11493.0
2026-06-20,IT,2018-06-01,2,109141,177.5,2927.0
2026-06-20,IT,1982-11-01,2,215762,50.5,15908.0
2026-06-20,IT,2019-03-01,3,215718,100.66666666666667,2642.3333333333335
2026-06-20,IT,2025-07-01,3,243186,79.33333333333333,337.0
2026-06-20,IT,2025-03-01,3,358823,60.0,449.0
2026-06-20,IT,2024-12-01,3,190743,137.33333333333334,554.0
2026-06-20,IT,2024-11-01,4,305078,124.5,574.25
2026-06-20,IT,2025-05-01,4,236288,153.25,400.25
2026-06-20,IT,2025-06-01,4,267142,124.75,372.25
2026-06-20,IT,2024-10-01,5,371947,118.2,603.0
2026-06-20,IT,2025-01-01,6,632457,65.0,531.0
2026-06-20,IT,2024-06-01,7,434503,141.7142857142857,734.1428571428572
2026-06-20,IT,2025-09-01,7,524545,112.85714285714286,270.28571428571433
2026-06-20,IT,2026-03-01,8,1013155,76.0,95.62500000000001
2026-06-20,IT,2025-04-01,8,660085,92.25,431.875
2026-06-20,IT,2026-02-01,13,1391385,73.0,118.07692307692307
2026-06-20,IT,2026-01-01,13,1314002,91.07692307692307,153.9230769230769
2026-06-20,IT,2026-05-01,14,1919537,66.57142857142857,34.85714285714287
2026-06-20,IT,2026-04-01,17,2035456,64.41176470588235,66.76470588235294
2026-06-20,IT,2026-06-01,20,2042952,74.4,7.249999999999999
2026-07-14,IT,2017-10-01,1,49776,177.0,3203.0
2026-07-14,IT,2016-06-01,1,51449,162.0,3672.0
2026-07-14,IT,2022-09-01,1,62369,104.0,1397.0
2026-07-14,IT,1998-01-01,1,67722,85.0,10421.0
2026-07-14,IT,2014-08-01,1,62681,102.0,4361.0
2026-07-14,IT,2023-01-01,1,46991,199.0,1264.0
2026-07-14,IT,2013-01-01,1,77506,68.0,4942.0
2026-07-14,IT,1983-06-01,1,58366,120.0,15733.0
2026-07-14,IT,2017-03-01,1,48471,188.0,3406.0
2026-07-14,IT,2005-05-01,1,47371,195.0,7718.0
2026-07-14,IT,2017-05-01,1,83120,59.0,3357.0
2026-07-14,IT,2011-04-01,1,61503,107.0,5555.0
2026-07-14,IT,2018-02-01,1,50699,169.0,3077.0
2026-07-14,IT,2025-11-01,1,109655,34.0,249.0
2026-07-14,IT,2018-10-01,1,65599,90.0,2828.0
2026-07-14,IT,1996-06-01,1,50553,172.0,11000.0
2026-07-14,IT,2022-05-01,1,86619,55.0,1530.0
2026-07-14,IT,2019-04-01,1,53612,151.0,2657.0
2026-07-14,IT,2018-04-01,1,48181,189.0,3007.0
2026-07-14,IT,2020-09-01,1,57327,125.0,2118.0
2026-07-14,IT,1992-01-01,1,47618,192.0,12613.0
2026-07-14,IT,2013-06-01,1,55174,140.0,4788.0
2026-07-14,IT,2023-06-01,1,47683,191.0,1131.0
2026-07-14,IT,2022-07-01,1,47146,197.0,1469.0
2026-07-14,IT,2012-10-01,1,55233,138.0,5026.0
2026-07-14,IT,2018-11-01,1,55087,143.0,2783.0
2026-07-14,IT,2024-09-01,1,66694,88.0,669.0
2026-07-14,IT,2024-05-01,1,63137,99.0,788.0
2026-07-14,IT,2016-10-01,1,51315,165.0,3553.0
2026-07-14,IT,1993-01-01,1,65286,92.0,12247.0
2026-07-14,IT,2011-12-01,1,49269,181.0,5321.0
2026-07-14,IT,2022-06-01,1,64651,97.0,1502.0
2026-07-14,IT,2024-08-01,1,47248,196.0,697.0
2026-07-14,IT,2017-11-01,1,50640,170.0,3154.0
2026-07-14,IT,2020-10-01,1,48847,185.0,2083.0
2026-07-14,IT,2016-04-01,1,50426,173.0,3735.0
2026-07-14,IT,2012-12-01,1,62805,101.0,4967.0
2026-07-14,IT,2016-01-01,1,59433,115.0,3826.0
2026-07-14,IT,1999-01-01,1,55204,139.0,10056.0
2026-07-14,IT,2024-02-01,1,53565,152.0,893.0
2026-07-14,IT,2023-07-01,1,53739,150.0,1103.0
2026-07-14,IT,2023-02-01,1,55462,137.0,1250.0
2026-07-14,IT,1982-11-01,2,146616,78.5,15932.0
2026-07-14,IT,2016-09-01,2,101537,170.5,3595.0
2026-07-14,IT,2012-01-01,2,161370,93.0,5308.0
2026-07-14,IT,2025-10-01,2,161070,75.0,266.5
2026-07-14,IT,2024-11-01,2,147067,79.0,596.0
2026-07-14,IT,2021-02-01,2,181823,99.0,1978.0
2026-07-14,IT,2018-01-01,2,115318,122.5,3098.0
2026-07-14,IT,2020-06-01,2,107718,149.5,2220.5
2026-07-14,IT,2024-12-01,2,122397,114.5,576.0
2026-07-14,IT,2025-02-01,2,179245,83.5,516.0
2026-07-14,IT,2019-03-01,3,203606,89.33333333333333,2666.3333333333335
2026-07-14,IT,2025-05-01,3,177169,121.0,433.6666666666667
2026-07-14,IT,2025-06-01,3,169205,130.66666666666666,398.6666666666667
2026-07-14,IT,2025-07-01,3,200288,93.66666666666667,361.0
2026-07-14,IT,1995-01-01,3,232513,116.66666666666667,11517.0
2026-07-14,IT,2025-08-01,3,214291,101.66666666666667,326.0
2026-07-14,IT,2023-11-01,3,156712,160.33333333333334,970.0
2026-07-14,IT,2025-09-01,4,272302,99.0,296.75
2026-07-14,IT,2025-03-01,4,368455,79.0,473.0
2026-07-14,IT,2024-10-01,4,236278,134.0,627.0
2026-07-14,IT,2024-06-01,5,289989,132.2,760.2
2026-07-14,IT,2025-04-01,6,464876,85.66666666666666,456.0
2026-07-14,IT,2025-01-01,6,530313,75.66666666666667,555.0
2026-07-14,IT,2026-03-01,7,710616,72.71428571428572,119.0
2026-07-14,IT,2026-07-01,12,898689,96.58333333333331,5.166666666666667
2026-07-14,IT,2026-02-01,13,1119338,91.38461538461539,142.53846153846155
2026-07-14,IT,2026-05-01,13,1591126,53.30769230769231,58.23076923076923
2026-07-14,IT,2026-04-01,14,1442841,64.07142857142857,92.71428571428572
2026-07-14,IT,2026-06-01,14,1366983,70.28571428571429,33.0
2026-07-14,IT,2026-01-01,15,1308677,95.39999999999999,177.13333333333333
2026-07-13,IT,2022-05-01,1,80507,63.0,1529.0
2026-07-13,IT,1993-01-01,1,66103,91.0,12246.0
2026-07-13,IT,2018-11-01,1,51905,163.0,2782.0
2026-07-13,IT,1983-06-01,1,56842,132.0,15732.0
2026-07-13,IT,2020-09-01,1,52757,156.0,2117.0
2026-07-13,IT,2000-10-01,1,47678,192.0,9393.0
2026-07-13,IT,2025-11-01,1,109252,34.0,248.0
2026-07-13,IT,1992-01-01,1,51100,168.0,12612.0
2026-07-13,IT,2023-02-01,1,50143,172.0,1249.0
2026-07-13,IT,2017-10-01,1,56676,135.0,3202.0
2026-07-13,IT,2019-10-01,1,47283,194.0,2460.0
2026-07-13,IT,2011-04-01,1,60100,109.0,5554.0
2026-07-13,IT,2017-11-01,1,52698,157.0,3153.0
